vid,date
h339-112.2012,2012-06-06
h355-112.2012,2012-06-06
h348-112.2012,2012-06-06
h341-112.2012,2012-06-06
h324-112.2012,2012-06-06
h333-112.2012,2012-06-06
h332-112.2012,2012-06-06
h336-112.2012,2012-06-06
h350-112.2012,2012-06-06
h351-112.2012,2012-06-06
h363-112.2012,2012-06-07
h367-112.2012,2012-06-07
h365-112.2012,2012-06-07
h358-112.2012,2012-06-07
h364-112.2012,2012-06-07
s117-112.2012,2012-06-07
h359-112.2012,2012-06-07
h361-112.2012,2012-06-07
h370-112.2012,2012-06-07
h362-112.2012,2012-06-07
h360-112.2012,2012-06-07
h366-112.2012,2012-06-07
h369-112.2012,2012-06-07
h368-112.2012,2012-06-07
h371-112.2012,2012-06-08
h378-112.2012,2012-06-08
h373-112.2012,2012-06-08
h375-112.2012,2012-06-08
h372-112.2012,2012-06-08
h376-112.2012,2012-06-08
h374-112.2012,2012-06-08
h377-112.2012,2012-06-08
s118-112.2012,2012-06-11
s119-112.2012,2012-06-13
s120-112.2012,2012-06-13
s121-112.2012,2012-06-14
s122-112.2012,2012-06-18
h380-112.2012,2012-06-18
h379-112.2012,2012-06-18
h382-112.2012,2012-06-19
s126-112.2012,2012-06-19
s130-112.2012,2012-06-19
s134-112.2012,2012-06-19
h387-112.2012,2012-06-19
s132-112.2012,2012-06-19
h383-112.2012,2012-06-19
h388-112.2012,2012-06-19
s123-112.2012,2012-06-19
s135-112.2012,2012-06-19
h381-112.2012,2012-06-19
s136-112.2012,2012-06-19
h384-112.2012,2012-06-19
s125-112.2012,2012-06-19
s127-112.2012,2012-06-19
s138-112.2012,2012-06-19
s129-112.2012,2012-06-19
s131-112.2012,2012-06-19
s133-112.2012,2012-06-19
s124-112.2012,2012-06-19
h386-112.2012,2012-06-19
s128-112.2012,2012-06-19
s137-112.2012,2012-06-19
h385-112.2012,2012-06-19
s154-112.2012,2012-06-20
s146-112.2012,2012-06-20
s141-112.2012,2012-06-20
s153-112.2012,2012-06-20
s142-112.2012,2012-06-20
s152-112.2012,2012-06-20
s143-112.2012,2012-06-20
s139-112.2012,2012-06-20
s156-112.2012,2012-06-20
s150-112.2012,2012-06-20
s140-112.2012,2012-06-20
s144-112.2012,2012-06-20
s147-112.2012,2012-06-20
s148-112.2012,2012-06-20
h391-112.2012,2012-06-20
h390-112.2012,2012-06-20
s155-112.2012,2012-06-20
s151-112.2012,2012-06-20
s157-112.2012,2012-06-20
s149-112.2012,2012-06-20
s145-112.2012,2012-06-20
h389-112.2012,2012-06-20
h396-112.2012,2012-06-21
s162-112.2012,2012-06-21
h404-112.2012,2012-06-21
h398-112.2012,2012-06-21
s161-112.2012,2012-06-21
h406-112.2012,2012-06-21
h402-112.2012,2012-06-21
s163-112.2012,2012-06-21
h392-112.2012,2012-06-21
s164-112.2012,2012-06-21
h403-112.2012,2012-06-21
h405-112.2012,2012-06-21
s160-112.2012,2012-06-21
h399-112.2012,2012-06-21
h393-112.2012,2012-06-21
s158-112.2012,2012-06-21
h407-112.2012,2012-06-21
h394-112.2012,2012-06-21
s165-112.2012,2012-06-21
h409-112.2012,2012-06-21
h410-112.2012,2012-06-21
h397-112.2012,2012-06-21
h401-112.2012,2012-06-21
s159-112.2012,2012-06-21
h408-112.2012,2012-06-21
h411-112.2012,2012-06-21
h395-112.2012,2012-06-21
h400-112.2012,2012-06-21
s166-112.2012,2012-06-25
h418-112.2012,2012-06-26
h421-112.2012,2012-06-26
h413-112.2012,2012-06-26
h417-112.2012,2012-06-26
h420-112.2012,2012-06-26
h414-112.2012,2012-06-26
h423-112.2012,2012-06-26
s168-112.2012,2012-06-26
h422-112.2012,2012-06-26
s167-112.2012,2012-06-26
h419-112.2012,2012-06-26
h415-112.2012,2012-06-26
h412-112.2012,2012-06-26
h416-112.2012,2012-06-26
h426-112.2012,2012-06-27
h434-112.2012,2012-06-27
h424-112.2012,2012-06-27
h432-112.2012,2012-06-27
h428-112.2012,2012-06-27
h431-112.2012,2012-06-27
h435-112.2012,2012-06-27
h433-112.2012,2012-06-27
h427-112.2012,2012-06-27
h436-112.2012,2012-06-27
h429-112.2012,2012-06-27
h430-112.2012,2012-06-27
h425-112.2012,2012-06-27
h440-112.2012,2012-06-28
h439-112.2012,2012-06-28
h437-112.2012,2012-06-28
h441-112.2012,2012-06-28
h438-112.2012,2012-06-28
h442-112.2012,2012-06-28
h445-112.2012,2012-06-29
h448-112.2012,2012-06-29
h444-112.2012,2012-06-29
h449-112.2012,2012-06-29
s170-112.2012,2012-06-29
s169-112.2012,2012-06-29
h450-112.2012,2012-06-29
h451-112.2012,2012-06-29
h443-112.2012,2012-06-29
h446-112.2012,2012-06-29
s171-112.2012,2012-06-29
s172-112.2012,2012-06-29
h447-112.2012,2012-06-29
h454-112.2012,2012-07-09
h452-112.2012,2012-07-09
h453-112.2012,2012-07-09
h455-112.2012,2012-07-10
h457-112.2012,2012-07-10
h456-112.2012,2012-07-10
h458-112.2012,2012-07-10
s173-112.2012,2012-07-10
s174-112.2012,2012-07-10
h459-112.2012,2012-07-11
h461-112.2012,2012-07-11
h460-112.2012,2012-07-11
h465-112.2012,2012-07-12
h464-112.2012,2012-07-12
s177-112.2012,2012-07-12
h468-112.2012,2012-07-12
s175-112.2012,2012-07-12
h467-112.2012,2012-07-12
h462-112.2012,2012-07-12
h466-112.2012,2012-07-12
h463-112.2012,2012-07-12
s176-112.2012,2012-07-12
s179-112.2012,2012-07-16
s178-112.2012,2012-07-16
s180-112.2012,2012-07-17
h470-112.2012,2012-07-17
h469-112.2012,2012-07-17
h478-112.2012,2012-07-18
h471-112.2012,2012-07-18
h480-112.2012,2012-07-18
h485-112.2012,2012-07-18
h481-112.2012,2012-07-18
h472-112.2012,2012-07-18
h476-112.2012,2012-07-18
h482-112.2012,2012-07-18
h479-112.2012,2012-07-18
h484-112.2012,2012-07-18
h473-112.2012,2012-07-18
h486-112.2012,2012-07-18
h483-112.2012,2012-07-18
h474-112.2012,2012-07-18
h475-112.2012,2012-07-18
h477-112.2012,2012-07-18
h491-112.2012,2012-07-19
h497-112.2012,2012-07-19
h495-112.2012,2012-07-19
h498-112.2012,2012-07-19
h493-112.2012,2012-07-19
h489-112.2012,2012-07-19
h487-112.2012,2012-07-19
h490-112.2012,2012-07-19
h492-112.2012,2012-07-19
s181-112.2012,2012-07-19
h488-112.2012,2012-07-19
h494-112.2012,2012-07-19
h496-112.2012,2012-07-19
h500-112.2012,2012-07-23
s182-112.2012,2012-07-23
h499-112.2012,2012-07-23
h501-112.2012,2012-07-23
h503-112.2012,2012-07-24
h502-112.2012,2012-07-24
h517-112.2012,2012-07-25
h509-112.2012,2012-07-25
h512-112.2012,2012-07-25
h506-112.2012,2012-07-25
h505-112.2012,2012-07-25
h510-112.2012,2012-07-25
h518-112.2012,2012-07-25
h514-112.2012,2012-07-25
s184-112.2012,2012-07-25
h515-112.2012,2012-07-25
h504-112.2012,2012-07-25
s183-112.2012,2012-07-25
h507-112.2012,2012-07-25
h508-112.2012,2012-07-25
h511-112.2012,2012-07-25
h513-112.2012,2012-07-25
h516-112.2012,2012-07-25
h520-112.2012,2012-07-26
h524-112.2012,2012-07-26
h530-112.2012,2012-07-26
h535-112.2012,2012-07-26
h531-112.2012,2012-07-26
h529-112.2012,2012-07-26
s185-112.2012,2012-07-26
h534-112.2012,2012-07-26
h536-112.2012,2012-07-26
h533-112.2012,2012-07-26
h523-112.2012,2012-07-26
h527-112.2012,2012-07-26
h519-112.2012,2012-07-26
h528-112.2012,2012-07-26
h521-112.2012,2012-07-26
h525-112.2012,2012-07-26
h526-112.2012,2012-07-26
h522-112.2012,2012-07-26
h532-112.2012,2012-07-26
s186-112.2012,2012-07-30
h538-112.2012,2012-07-31
h537-112.2012,2012-07-31
h539-112.2012,2012-07-31
h543-112.2012,2012-08-01
h542-112.2012,2012-08-01
h545-112.2012,2012-08-01
h544-112.2012,2012-08-01
h546-112.2012,2012-08-01
h540-112.2012,2012-08-01
h547-112.2012,2012-08-01
h541-112.2012,2012-08-01
s187-112.2012,2012-08-02
h553-112.2012,2012-08-02
h548-112.2012,2012-08-02
h555-112.2012,2012-08-02
s189-112.2012,2012-08-02
h554-112.2012,2012-08-02
h551-112.2012,2012-08-02
h550-112.2012,2012-08-02
h549-112.2012,2012-08-02
s188-112.2012,2012-08-02
h556-112.2012,2012-08-02
h552-112.2012,2012-08-02
h559-112.2012,2012-09-10
h557-112.2012,2012-09-10
s190-112.2012,2012-09-10
h558-112.2012,2012-09-10
h560-112.2012,2012-09-11
s191-112.2012,2012-09-11
h561-112.2012,2012-09-11
h562-112.2012,2012-09-11
h569-112.2012,2012-09-12
s192-112.2012,2012-09-12
h568-112.2012,2012-09-12
h564-112.2012,2012-09-12
h570-112.2012,2012-09-12
h563-112.2012,2012-09-12
h565-112.2012,2012-09-12
h571-112.2012,2012-09-12
h566-112.2012,2012-09-12
h567-112.2012,2012-09-12
h576-112.2012,2012-09-13
h579-112.2012,2012-09-13
h575-112.2012,2012-09-13
h578-112.2012,2012-09-13
h580-112.2012,2012-09-13
h574-112.2012,2012-09-13
h573-112.2012,2012-09-13
h577-112.2012,2012-09-13
h572-112.2012,2012-09-13
h581-112.2012,2012-09-14
h584-112.2012,2012-09-14
h582-112.2012,2012-09-14
h583-112.2012,2012-09-14
h585-112.2012,2012-09-19
s194-112.2012,2012-09-19
h586-112.2012,2012-09-19
s193-112.2012,2012-09-19
h588-112.2012,2012-09-20
h591-112.2012,2012-09-20
h590-112.2012,2012-09-20
s195-112.2012,2012-09-20
h587-112.2012,2012-09-20
h589-112.2012,2012-09-20
h597-112.2012,2012-09-21
h603-112.2012,2012-09-21
h595-112.2012,2012-09-21
h602-112.2012,2012-09-21
h593-112.2012,2012-09-21
h598-112.2012,2012-09-21
h600-112.2012,2012-09-21
h601-112.2012,2012-09-21
h599-112.2012,2012-09-21
h596-112.2012,2012-09-21
h592-112.2012,2012-09-21
h594-112.2012,2012-09-21
s196-112.2012,2012-09-22
s197-112.2012,2012-09-22
s200-112.2012,2012-09-22
s198-112.2012,2012-09-22
s199-112.2012,2012-09-22
h604-112.2012,2012-11-13
s201-112.2012,2012-11-13
s202-112.2012,2012-11-14
s203-112.2012,2012-11-15
h607-112.2012,2012-11-15
h605-112.2012,2012-11-15
h606-112.2012,2012-11-15
h608-112.2012,2012-11-16
s204-112.2012,2012-11-26
h609-112.2012,2012-11-27
h610-112.2012,2012-11-27
s205-112.2012,2012-11-27
s207-112.2012,2012-11-28
s206-112.2012,2012-11-28
s208-112.2012,2012-11-29
h611-112.2012,2012-11-29
s213-112.2012,2012-11-29
s212-112.2012,2012-11-29
s209-112.2012,2012-11-29
s210-112.2012,2012-11-29
s211-112.2012,2012-11-29
s214-112.2012,2012-11-30
h613-112.2012,2012-11-30
s216-112.2012,2012-11-30
s215-112.2012,2012-11-30
h612-112.2012,2012-11-30
s217-112.2012,2012-12-03
s218-112.2012,2012-12-03
h614-112.2012,2012-12-04
h615-112.2012,2012-12-04
s220-112.2012,2012-12-04
h616-112.2012,2012-12-04
s221-112.2012,2012-12-04
s219-112.2012,2012-12-04
h618-112.2012,2012-12-05
h619-112.2012,2012-12-05
h617-112.2012,2012-12-05
s222-112.2012,2012-12-05
s224-112.2012,2012-12-06
s223-112.2012,2012-12-06
s225-112.2012,2012-12-11
h620-112.2012,2012-12-11
s226-112.2012,2012-12-11
h623-112.2012,2012-12-12
h621-112.2012,2012-12-12
h622-112.2012,2012-12-12
s228-112.2012,2012-12-13
h625-112.2012,2012-12-13
h624-112.2012,2012-12-13
h626-112.2012,2012-12-13
s227-112.2012,2012-12-13
h627-112.2012,2012-12-17
h628-112.2012,2012-12-17
h632-112.2012,2012-12-18
h630-112.2012,2012-12-18
h631-112.2012,2012-12-18
h629-112.2012,2012-12-18
h634-112.2012,2012-12-19
h637-112.2012,2012-12-19
h635-112.2012,2012-12-19
h633-112.2012,2012-12-19
h638-112.2012,2012-12-19
h636-112.2012,2012-12-19
h640-112.2012,2012-12-20
h641-112.2012,2012-12-20
h644-112.2012,2012-12-20
h647-112.2012,2012-12-20
h646-112.2012,2012-12-20
h648-112.2012,2012-12-20
h639-112.2012,2012-12-20
h645-112.2012,2012-12-20
h642-112.2012,2012-12-20
h643-112.2012,2012-12-20
s229-112.2012,2012-12-21
s231-112.2012,2012-12-21
s230-112.2012,2012-12-21
s234-112.2012,2012-12-27
s232-112.2012,2012-12-27
s233-112.2012,2012-12-27
s238-112.2012,2012-12-28
s239-112.2012,2012-12-28
s236-112.2012,2012-12-28
s241-112.2012,2012-12-28
s235-112.2012,2012-12-28
s245-112.2012,2012-12-28
s244-112.2012,2012-12-28
s237-112.2012,2012-12-28
s248-112.2012,2012-12-28
s246-112.2012,2012-12-28
s242-112.2012,2012-12-28
s247-112.2012,2012-12-28
s243-112.2012,2012-12-28
s240-112.2012,2012-12-28
h650-112.2012,2012-12-30
s250-112.2012,2012-12-30
s249-112.2012,2012-12-30
h651-112.2012,2012-12-30
h649-112.2012,2012-12-30
h652-112.2012,2012-12-31
h653-112.2012,2012-12-31
h654-112.2012,2012-12-31
h657-112.2012,2013-01-01
s251-112.2012,2013-01-01
h656-112.2012,2013-01-01
h655-112.2012,2013-01-01
h658-112.2012,2013-01-01
h659-112.2012,2013-01-01
h5-113.2013,2013-01-03
h4-113.2013,2013-01-03
h6-113.2013,2013-01-03
h2-113.2013,2013-01-03
h1-113.2013,2013-01-03
h3-113.2013,2013-01-03
h7-113.2013,2013-01-04
h10-113.2013,2013-01-14
h8-113.2013,2013-01-14
h9-113.2013,2013-01-14
h13-113.2013,2013-01-15
h15-113.2013,2013-01-15
h22-113.2013,2013-01-15
h23-113.2013,2013-01-15
h21-113.2013,2013-01-15
h14-113.2013,2013-01-15
h11-113.2013,2013-01-15
h12-113.2013,2013-01-15
h20-113.2013,2013-01-15
h16-113.2013,2013-01-15
h17-113.2013,2013-01-15
h18-113.2013,2013-01-15
h19-113.2013,2013-01-15
h25-113.2013,2013-01-22
h24-113.2013,2013-01-22
h27-113.2013,2013-01-23
h30-113.2013,2013-01-23
h29-113.2013,2013-01-23
h26-113.2013,2013-01-23
h28-113.2013,2013-01-23
s2-113.2013,2013-01-24
s1-113.2013,2013-01-24
s3-113.2013,2013-01-28
s4-113.2013,2013-01-28
s5-113.2013,2013-01-29
s6-113.2013,2013-01-31
s8-113.2013,2013-01-31
s9-113.2013,2013-01-31
s11-113.2013,2013-01-31
s7-113.2013,2013-01-31
s10-113.2013,2013-01-31
h32-113.2013,2013-02-04
s12-113.2013,2013-02-04
h31-113.2013,2013-02-04
h34-113.2013,2013-02-05
h33-113.2013,2013-02-05
h37-113.2013,2013-02-06
h36-113.2013,2013-02-06
h35-113.2013,2013-02-06
h38-113.2013,2013-02-06
s13-113.2013,2013-02-07
s14-113.2013,2013-02-11
s18-113.2013,2013-02-12
s19-113.2013,2013-02-12
s16-113.2013,2013-02-12
s17-113.2013,2013-02-12
s15-113.2013,2013-02-12
s20-113.2013,2013-02-13
h40-113.2013,2013-02-13
h39-113.2013,2013-02-13
h42-113.2013,2013-02-14
s21-113.2013,2013-02-14
h41-113.2013,2013-02-14
h45-113.2013,2013-02-15
h44-113.2013,2013-02-15
h43-113.2013,2013-02-15
h47-113.2013,2013-02-25
s22-113.2013,2013-02-25
h46-113.2013,2013-02-25
s23-113.2013,2013-02-26
h50-113.2013,2013-02-26
s24-113.2013,2013-02-26
h49-113.2013,2013-02-26
h48-113.2013,2013-02-26
h53-113.2013,2013-02-27
h52-113.2013,2013-02-27
s25-113.2013,2013-02-27
h51-113.2013,2013-02-27
s27-113.2013,2013-02-28
s26-113.2013,2013-02-28
h55-113.2013,2013-02-28
h54-113.2013,2013-02-28
h56-113.2013,2013-03-04
s28-113.2013,2013-03-04
h57-113.2013,2013-03-05
h58-113.2013,2013-03-05
s29-113.2013,2013-03-05
h60-113.2013,2013-03-06
h62-113.2013,2013-03-06
s30-113.2013,2013-03-06
h59-113.2013,2013-03-06
h61-113.2013,2013-03-06
s32-113.2013,2013-03-07
s31-113.2013,2013-03-07
s33-113.2013,2013-03-11
h63-113.2013,2013-03-12
h68-113.2013,2013-03-13
h66-113.2013,2013-03-13
h69-113.2013,2013-03-13
s34-113.2013,2013-03-13
h65-113.2013,2013-03-13
s35-113.2013,2013-03-13
h64-113.2013,2013-03-13
h67-113.2013,2013-03-13
s37-113.2013,2013-03-14
h72-113.2013,2013-03-14
s36-113.2013,2013-03-14
h70-113.2013,2013-03-14
h71-113.2013,2013-03-14
h73-113.2013,2013-03-15
h74-113.2013,2013-03-15
h75-113.2013,2013-03-15
h78-113.2013,2013-03-18
s38-113.2013,2013-03-18
h76-113.2013,2013-03-18
h77-113.2013,2013-03-18
h80-113.2013,2013-03-19
h82-113.2013,2013-03-19
h81-113.2013,2013-03-19
h79-113.2013,2013-03-19
s43-113.2013,2013-03-20
h83-113.2013,2013-03-20
h85-113.2013,2013-03-20
s40-113.2013,2013-03-20
s42-113.2013,2013-03-20
s44-113.2013,2013-03-20
h87-113.2013,2013-03-20
s39-113.2013,2013-03-20
h84-113.2013,2013-03-20
h86-113.2013,2013-03-20
s41-113.2013,2013-03-20
h88-113.2013,2013-03-21
s49-113.2013,2013-03-21
h89-113.2013,2013-03-21
s47-113.2013,2013-03-21
s48-113.2013,2013-03-21
s46-113.2013,2013-03-21
s45-113.2013,2013-03-21
s62-113.2013,2013-03-22
s57-113.2013,2013-03-22
s72-113.2013,2013-03-22
s53-113.2013,2013-03-22
s69-113.2013,2013-03-22
s51-113.2013,2013-03-22
s52-113.2013,2013-03-22
s50-113.2013,2013-03-22
s70-113.2013,2013-03-22
s63-113.2013,2013-03-22
s73-113.2013,2013-03-22
s59-113.2013,2013-03-22
s58-113.2013,2013-03-22
s64-113.2013,2013-03-22
s65-113.2013,2013-03-22
s61-113.2013,2013-03-22
s60-113.2013,2013-03-22
s67-113.2013,2013-03-22
s75-113.2013,2013-03-22
s55-113.2013,2013-03-22
s66-113.2013,2013-03-22
s56-113.2013,2013-03-22
s71-113.2013,2013-03-22
s54-113.2013,2013-03-22
s68-113.2013,2013-03-22
s74-113.2013,2013-03-22
s76-113.2013,2013-03-22
s82-113.2013,2013-03-23
s92-113.2013,2013-03-23
s77-113.2013,2013-03-23
s78-113.2013,2013-03-23
s80-113.2013,2013-03-23
s84-113.2013,2013-03-23
s88-113.2013,2013-03-23
s85-113.2013,2013-03-23
s90-113.2013,2013-03-23
s87-113.2013,2013-03-23
s91-113.2013,2013-03-23
s86-113.2013,2013-03-23
s89-113.2013,2013-03-23
s83-113.2013,2013-03-23
s79-113.2013,2013-03-23
s81-113.2013,2013-03-23
h91-113.2013,2013-04-09
h92-113.2013,2013-04-09
h90-113.2013,2013-04-09
s93-113.2013,2013-04-09
s94-113.2013,2013-04-10
h93-113.2013,2013-04-10
h95-113.2013,2013-04-10
h96-113.2013,2013-04-10
h94-113.2013,2013-04-10
h97-113.2013,2013-04-11
s95-113.2013,2013-04-11
h99-113.2013,2013-04-11
h98-113.2013,2013-04-11
h102-113.2013,2013-04-12
h101-113.2013,2013-04-12
h100-113.2013,2013-04-12
h105-113.2013,2013-04-15
s96-113.2013,2013-04-15
h104-113.2013,2013-04-15
h103-113.2013,2013-04-15
h107-113.2013,2013-04-16
h106-113.2013,2013-04-16
h108-113.2013,2013-04-16
s98-113.2013,2013-04-17
h110-113.2013,2013-04-17
h111-113.2013,2013-04-17
s97-113.2013,2013-04-17
s99-113.2013,2013-04-17
h112-113.2013,2013-04-17
s100-113.2013,2013-04-17
s101-113.2013,2013-04-17
s103-113.2013,2013-04-17
h109-113.2013,2013-04-17
s102-113.2013,2013-04-17
s104-113.2013,2013-04-18
s105-113.2013,2013-04-18
h117-113.2013,2013-04-18
h114-113.2013,2013-04-18
h113-113.2013,2013-04-18
s106-113.2013,2013-04-18
h115-113.2013,2013-04-18
h116-113.2013,2013-04-18
s107-113.2013,2013-04-22
h118-113.2013,2013-04-23
h119-113.2013,2013-04-23
h120-113.2013,2013-04-23
h122-113.2013,2013-04-24
h121-113.2013,2013-04-24
s110-113.2013,2013-04-24
h123-113.2013,2013-04-24
s109-113.2013,2013-04-24
s108-113.2013,2013-04-24
s111-113.2013,2013-04-25
h124-113.2013,2013-04-25
h125-113.2013,2013-04-26
h127-113.2013,2013-04-26
h128-113.2013,2013-04-26
h126-113.2013,2013-04-26
h129-113.2013,2013-05-06
h131-113.2013,2013-05-06
s112-113.2013,2013-05-06
h130-113.2013,2013-05-06
s113-113.2013,2013-05-06
h133-113.2013,2013-05-07
h132-113.2013,2013-05-07
h134-113.2013,2013-05-07
s114-113.2013,2013-05-07
h136-113.2013,2013-05-08
h138-113.2013,2013-05-08
s117-113.2013,2013-05-08
h139-113.2013,2013-05-08
h135-113.2013,2013-05-08
h137-113.2013,2013-05-08
s116-113.2013,2013-05-08
s115-113.2013,2013-05-08
h143-113.2013,2013-05-09
h142-113.2013,2013-05-09
h141-113.2013,2013-05-09
s118-113.2013,2013-05-09
h140-113.2013,2013-05-09
s120-113.2013,2013-05-14
s119-113.2013,2013-05-14
h145-113.2013,2013-05-14
h146-113.2013,2013-05-14
h144-113.2013,2013-05-14
s122-113.2013,2013-05-15
s123-113.2013,2013-05-15
s121-113.2013,2013-05-15
s125-113.2013,2013-05-15
h149-113.2013,2013-05-15
s126-113.2013,2013-05-15
s124-113.2013,2013-05-15
h148-113.2013,2013-05-15
h147-113.2013,2013-05-15
s127-113.2013,2013-05-16
h151-113.2013,2013-05-16
h150-113.2013,2013-05-16
h154-113.2013,2013-05-16
h152-113.2013,2013-05-16
h153-113.2013,2013-05-16
h160-113.2013,2013-05-17
h155-113.2013,2013-05-17
h159-113.2013,2013-05-17
h158-113.2013,2013-05-17
h157-113.2013,2013-05-17
h156-113.2013,2013-05-17
h162-113.2013,2013-05-20
h161-113.2013,2013-05-20
s128-113.2013,2013-05-20
h163-113.2013,2013-05-20
s131-113.2013,2013-05-21
s130-113.2013,2013-05-21
h164-113.2013,2013-05-21
s129-113.2013,2013-05-21
h165-113.2013,2013-05-21
h166-113.2013,2013-05-21
h173-113.2013,2013-05-22
h176-113.2013,2013-05-22
h179-113.2013,2013-05-22
h177-113.2013,2013-05-22
h169-113.2013,2013-05-22
s133-113.2013,2013-05-22
h178-113.2013,2013-05-22
h175-113.2013,2013-05-22
h170-113.2013,2013-05-22
s132-113.2013,2013-05-22
h174-113.2013,2013-05-22
h168-113.2013,2013-05-22
h167-113.2013,2013-05-22
h172-113.2013,2013-05-22
h171-113.2013,2013-05-22
s134-113.2013,2013-05-22
h181-113.2013,2013-05-23
h180-113.2013,2013-05-23
s138-113.2013,2013-05-23
s139-113.2013,2013-05-23
h182-113.2013,2013-05-23
s135-113.2013,2013-05-23
h183-113.2013,2013-05-23
s137-113.2013,2013-05-23
s136-113.2013,2013-05-23
h184-113.2013,2013-06-03
s140-113.2013,2013-06-03
h185-113.2013,2013-06-03
h190-113.2013,2013-06-04
h187-113.2013,2013-06-04
h189-113.2013,2013-06-04
h188-113.2013,2013-06-04
h191-113.2013,2013-06-04
h192-113.2013,2013-06-04
h186-113.2013,2013-06-04
h193-113.2013,2013-06-04
h205-113.2013,2013-06-05
h199-113.2013,2013-06-05
h197-113.2013,2013-06-05
h206-113.2013,2013-06-05
h201-113.2013,2013-06-05
h195-113.2013,2013-06-05
h196-113.2013,2013-06-05
h204-113.2013,2013-06-05
h194-113.2013,2013-06-05
h203-113.2013,2013-06-05
h202-113.2013,2013-06-05
h200-113.2013,2013-06-05
h198-113.2013,2013-06-05
h209-113.2013,2013-06-06
h207-113.2013,2013-06-06
s141-113.2013,2013-06-06
h210-113.2013,2013-06-06
s143-113.2013,2013-06-06
s142-113.2013,2013-06-06
h208-113.2013,2013-06-06
h211-113.2013,2013-06-06
s145-113.2013,2013-06-10
s144-113.2013,2013-06-10
h213-113.2013,2013-06-11
h212-113.2013,2013-06-11
s147-113.2013,2013-06-11
s146-113.2013,2013-06-11
h217-113.2013,2013-06-12
h214-113.2013,2013-06-12
h215-113.2013,2013-06-12
h219-113.2013,2013-06-12
h218-113.2013,2013-06-12
h216-113.2013,2013-06-12
h225-113.2013,2013-06-13
h222-113.2013,2013-06-13
h228-113.2013,2013-06-13
h226-113.2013,2013-06-13
h227-113.2013,2013-06-13
h220-113.2013,2013-06-13
h221-113.2013,2013-06-13
h223-113.2013,2013-06-13
s148-113.2013,2013-06-13
s149-113.2013,2013-06-13
h224-113.2013,2013-06-13
h241-113.2013,2013-06-14
h244-113.2013,2013-06-14
h233-113.2013,2013-06-14
h243-113.2013,2013-06-14
h229-113.2013,2013-06-14
h236-113.2013,2013-06-14
h232-113.2013,2013-06-14
h231-113.2013,2013-06-14
h234-113.2013,2013-06-14
h237-113.2013,2013-06-14
h240-113.2013,2013-06-14
h230-113.2013,2013-06-14
h238-113.2013,2013-06-14
h239-113.2013,2013-06-14
h242-113.2013,2013-06-14
h235-113.2013,2013-06-14
h246-113.2013,2013-06-17
h245-113.2013,2013-06-17
s150-113.2013,2013-06-17
h247-113.2013,2013-06-17
h249-113.2013,2013-06-18
s151-113.2013,2013-06-18
s152-113.2013,2013-06-18
h248-113.2013,2013-06-18
h250-113.2013,2013-06-18
h252-113.2013,2013-06-18
s153-113.2013,2013-06-18
h251-113.2013,2013-06-18
s156-113.2013,2013-06-19
h256-113.2013,2013-06-19
h257-113.2013,2013-06-19
h260-113.2013,2013-06-19
h258-113.2013,2013-06-19
h253-113.2013,2013-06-19
s155-113.2013,2013-06-19
s154-113.2013,2013-06-19
h261-113.2013,2013-06-19
h255-113.2013,2013-06-19
h254-113.2013,2013-06-19
s158-113.2013,2013-06-19
s157-113.2013,2013-06-19
h263-113.2013,2013-06-19
h262-113.2013,2013-06-19
h259-113.2013,2013-06-19
h266-113.2013,2013-06-20
h276-113.2013,2013-06-20
h270-113.2013,2013-06-20
h280-113.2013,2013-06-20
h272-113.2013,2013-06-20
h283-113.2013,2013-06-20
h286-113.2013,2013-06-20
h284-113.2013,2013-06-20
h267-113.2013,2013-06-20
h274-113.2013,2013-06-20
h285-113.2013,2013-06-20
h269-113.2013,2013-06-20
h275-113.2013,2013-06-20
h265-113.2013,2013-06-20
s159-113.2013,2013-06-20
h277-113.2013,2013-06-20
h281-113.2013,2013-06-20
h268-113.2013,2013-06-20
h279-113.2013,2013-06-20
h278-113.2013,2013-06-20
h273-113.2013,2013-06-20
h264-113.2013,2013-06-20
h271-113.2013,2013-06-20
h282-113.2013,2013-06-20
s160-113.2013,2013-06-24
h287-113.2013,2013-06-25
h288-113.2013,2013-06-25
s161-113.2013,2013-06-25
s164-113.2013,2013-06-26
s163-113.2013,2013-06-26
h289-113.2013,2013-06-26
s162-113.2013,2013-06-26
h290-113.2013,2013-06-26
s166-113.2013,2013-06-27
h293-113.2013,2013-06-27
s165-113.2013,2013-06-27
h296-113.2013,2013-06-27
h297-113.2013,2013-06-27
h298-113.2013,2013-06-27
h292-113.2013,2013-06-27
s167-113.2013,2013-06-27
h291-113.2013,2013-06-27
h295-113.2013,2013-06-27
s168-113.2013,2013-06-27
h294-113.2013,2013-06-27
h304-113.2013,2013-06-28
h300-113.2013,2013-06-28
h303-113.2013,2013-06-28
h299-113.2013,2013-06-28
h302-113.2013,2013-06-28
h301-113.2013,2013-06-28
h307-113.2013,2013-07-08
h306-113.2013,2013-07-08
h305-113.2013,2013-07-08
s169-113.2013,2013-07-08
h321-113.2013,2013-07-09
h326-113.2013,2013-07-09
h309-113.2013,2013-07-09
h314-113.2013,2013-07-09
h311-113.2013,2013-07-09
h308-113.2013,2013-07-09
h327-113.2013,2013-07-09
s170-113.2013,2013-07-09
h324-113.2013,2013-07-09
h325-113.2013,2013-07-09
